lastname,firstname,title,year,volume,ID
Enderling,Paul,Der Fremdling,1926,,Paul_Enderling_-_Der_Fremdling_(1926)
Meier,Emerenz,Aus dem Elend,1897,,Emerenz_Meier_-_Aus_dem_Elend_(1897)
Storm,Theodor,Immensee,1849,,Theodor_Storm_-_Immensee_(1849)
Stratz,Rudolph,Das Schiff ohne Steuer,1921,,Rudolph_Stratz_-_Das_Schiff_ohne_Steuer_(1921)
Zlatnik,Franz Josef,Grenzenlos!,1899,,Franz_Josef_Zlatnik_-_Grenzenlos!_(1899)
Laube,Heinrich,Palladio,1837,,Heinrich_Laube_-_Palladio_(1837)
Storm,Theodor,Aquis submersus,1877,,Theodor_Storm_-_Aquis_submersus_(1877)
Alexis,Willibald,Isegrimm,1854,,Willibald_Alexis_-_Isegrimm_(1854)
Schmitz,Oscar A. H.,Menschheitsdämmerung,1918,,Oscar_A._H._Schmitz_-_Menschheitsdämmerung_(1918)
von Winterfeld,Adolf,Die vier Töchter des Rittmeister Schimmelmann,1873,,Adolf_von_Winterfeld_-_Die_vier_Töchter_des_Rittmeister_Schimmelmann_(1873)
Thoma,Ludwig,Das Begräbnis,1916,,Ludwig_Thoma_-_Das_Begräbnis_(1916)
Hebbel,Friedrich,Herr Haidvogel und seine Familie,1848,,Friedrich_Hebbel_-_Herr_Haidvogel_und_seine_Familie_(1848)
Lindau,Rudolf,Liquidiert,1877,,Rudolf_Lindau_-_Liquidiert_(1877)
Eckstein,Ernst,Preisgekrönt,1899,,Ernst_Eckstein_-_Preisgekrönt_(1899)
Kraft,Robert,Um die indische Kaiserkrone III.,1896,,Robert_Kraft_-_Um_die_indische_Kaiserkrone_III._(1896)
Niese,Charlotte,Mein Freund Kaspar und andere Erzählungen,1911,,Charlotte_Niese_-_Mein_Freund_Kaspar_und_andere_Erzählungen_(1911)
von Lauff,Joseph,Die Heilige vom Niederrhein,1933,,Joseph_von_Lauff_-_Die_Heilige_vom_Niederrhein_(1933)
Wassermann,Jakob,Melusine,1896,,Jakob_Wassermann_-_Melusine_(1896)
Wassermann,Jakob,Oberlins drei Stufen und Sturreganz,1922,,Jakob_Wassermann_-_Oberlins_drei_Stufen_und_Sturreganz_(1922)
Braun,Lily,Die Liebesbriefe der Marquise,1912,,Lily_Braun_-_Die_Liebesbriefe_der_Marquise_(1912)
Ertl,Emil,Meisternovellen,1930,,Emil_Ertl_-_Meisternovellen_(1930)
Voß,Richard,Die Auferstandenen – Zweiter Band,1887,,Richard_Voß_-_Die_Auferstandenen_–_Zweiter_Band_(1887)
von Kleist,Heinrich,Die Marquise von O,1808,,Heinrich_von_Kleist_-_Die_Marquise_von_O_(1808)
Koch,Henny,Klein-Großchen,1919,,Henny_Koch_-_Klein-Großchen_(1919)
Ganghofer,Ludwig,Der laufende Berg,1920,,Ludwig_Ganghofer_-_Der_laufende_Berg_(1920)
Grimmelshausen,,Rathsstübel Plutonis,1672,,Grimmelshausen_-_Rathsstübel_Plutonis_(1672)
Contessa,Karl Wilhelm Salice,Haushahn und Paradiesvogel,1813,,Karl_Wilhelm_Salice_Contessa_-_Haushahn_und_Paradiesvogel_(1813)
Kraft,Robert,Detektiv Nobody's Erlebnisse und Reiseabenteuer. 4. Band,1904,,Robert_Kraft_-_Detektiv_Nobody's_Erlebnisse_und_Reiseabenteuer._4._Band_(1904)
Birt,Theodor,Moderne Novellen,1923,,Theodor_Birt_-_Moderne_Novellen_(1923)
Fouqué,Friedrich de la Motte,Undine,1811,,Friedrich_de_la_Motte_Fouqué_-_Undine_(1811)
Dahn,Felix,Die schlimmen Nonnen von Poitiers,1885,,Felix_Dahn_-_Die_schlimmen_Nonnen_von_Poitiers_(1885)
Stucken,Eduard,Giuliano,1933,,Eduard_Stucken_-_Giuliano_(1933)
Seidl,Johann Gabriel,Die Blaue,1842,,Johann_Gabriel_Seidl_-_Die_Blaue_(1842)
Gottsched,Johann Christoph,Die tugendhafte Charlotte,1766,,Johann_Christoph_Gottsched_-_Die_tugendhafte_Charlotte_(1766)
Sudermann,Hermann,Frau Sorge,1887,,Hermann_Sudermann_-_Frau_Sorge_(1887)
Gerstäcker,Friedrich,Die Regulatoren in Arkansas,1845,,Friedrich_Gerstäcker_-_Die_Regulatoren_in_Arkansas_(1845)
Scherr,Johannes,Nemesis,1874,,Johannes_Scherr_-_Nemesis_(1874)
Galen,Philipp,Der Strandvogt von Jasmund,1859,Erster Band,Philipp_Galen_-_Der_Strandvogt_von_Jasmund_-_Erster_Band_(1859)
Wildermuth,Ottilie,Cherubino und Zephirine,1862,,Ottilie_Wildermuth_-_Cherubino_und_Zephirine_(1862)
delle Grazie,Marie Eugenie,Das Buch der Liebe,1916,,Marie_Eugenie_delle_Grazie_-_Das_Buch_der_Liebe_(1916)
Hoefer,Edmund,Auf der Universität,1846,,Edmund_Hoefer_-_Auf_der_Universität_(1846)
von Lauff,Joseph,Kärrekiek,1902,,Joseph_von_Lauff_-_Kärrekiek_(1902)
Meyrink,Gustav,Der Jazz-Vogel,1913,,Gustav_Meyrink_-_Der_Jazz-Vogel_(1913)
Ganghofer,Ludwig,Die vier heiligen Dreikönige,1908,,Ludwig_Ganghofer_-_Die_vier_heiligen_Dreikönige_(1908)
Tieck,Ludwig,Die Brüder,1795,,Ludwig_Tieck_-_Die_Brüder_(1795)
Dahn,Felix,Ebroin,1897,,Felix_Dahn_-_Ebroin_(1897)
Laube,Heinrich,Die Gebirgsnovelle,1837,,Heinrich_Laube_-_Die_Gebirgsnovelle_(1837)
Franzos,Karl Emil,Unser Hans,1904,,Karl_Emil_Franzos_-_Unser_Hans_(1904)
Christ,Lena,Lausdirndlgeschichten,1913,,Lena_Christ_-_Lausdirndlgeschichten_(1913)
Hansjakob,Heinrich,Aus dem Leben eines Unglücklichen,1900,,Heinrich_Hansjakob_-_Aus_dem_Leben_eines_Unglücklichen_(1900)
Emmerich,Ferdinand,Auf den Antillen,1925,,Ferdinand_Emmerich_-_Auf_den_Antillen_(1925)
Emmerich,Ferdinand,Im Gran Chaco von Paraguay,1925,,Ferdinand_Emmerich_-_Im_Gran_Chaco_von_Paraguay_(1925)
Rüttenauer,Benno,Tankred,1913,,Benno_Rüttenauer_-_Tankred_(1913)
Schreckenbach,Paul,Der deutsche Herzog,1914,,Paul_Schreckenbach_-_Der_deutsche_Herzog_(1914)
Roth,Joseph,Tarabas,1934,,Joseph_Roth_-_Tarabas_(1934)
Salus,Hugo,Pietà,1906,,Hugo_Salus_-_Pietà_(1906)
Alexis,Willibald,Walladmor,1824,,Willibald_Alexis_-_Walladmor_(1824)
Kröger,Timm,Eine stille Welt,1899,Novellen,Timm_Kröger_-_Eine_stille_Welt_-_Novellen_(1899)
Mörike,Eduard,Traumseele,1875,,Eduard_Mörike_-_Traumseele_(1875)
Nordhausen,Richard,Das Gespenst,1896,,Richard_Nordhausen_-_Das_Gespenst_(1896)
Wieland,Christoph Martin,Geschichte des Agathon,1766,,Christoph_Martin_Wieland_-_Geschichte_des_Agathon_(1766)
Grimmelshausen,,Der erste Beernhäuter,1670,,Grimmelshausen_-_Der_erste_Beernhäuter_(1670)
Auerbach,Berthold,Barfüßele,1856,,Berthold_Auerbach_-_Barfüßele_(1856)
Stehr,Hermann,Nathanael Maechler,1929,,Hermann_Stehr_-_Nathanael_Maechler_(1929)
Berend,Alice,Spreemann und Co,1916,,Alice_Berend_-_Spreemann_und_Co_(1916)
Niese,Charlotte,Das Tagebuch der Ottony von Kelchberg,1909,,Charlotte_Niese_-_Das_Tagebuch_der_Ottony_von_Kelchberg_(1909)
Schlaf,Johannes,Miele,1920,,Johannes_Schlaf_-_Miele_(1920)
Schlegel,Johann Elias,Die glückliche Insel,1949,,Johann_Elias_Schlegel_-_Die_glückliche_Insel_(1949)
Stern,Adolf,Der Pate des Todes,1891,,Adolf_Stern_-_Der_Pate_des_Todes_(1891)
Hebel,Johann Peter,Der Zundelheiner,1839,,Johann_Peter_Hebel_-_Der_Zundelheiner_(1839)
Spyri,Johanna,Heidis Lehr- und Wanderjahre,1880,,Johanna_Spyri_-_Heidis_Lehr-_und_Wanderjahre_(1880)
Schnitzler,Arthur,Flucht in die Finsternis,1931,,Arthur_Schnitzler_-_Flucht_in_die_Finsternis_(1931)
Heyse,Paul,Anfang und Ende,1857,,Paul_Heyse_-_Anfang_und_Ende_(1857)
Raabe,Wilhelm,Das Horn von Wanza,1881,,Wilhelm_Raabe_-_Das_Horn_von_Wanza_(1881)
Tucholsky,Kurt,Schloß Gripsholm,1931,,Kurt_Tucholsky_-_Schloß_Gripsholm_(1931)
Gerstäcker,Friedrich,Die Nacht auf dem Walfisch,1858,,Friedrich_Gerstäcker_-_Die_Nacht_auf_dem_Walfisch_(1858)
von Schmid,Christoph,Das Täubchen,1854,,Christoph_von_Schmid_-_Das_Täubchen_(1854)
Gerstäcker,Friedrich,General Franco,1865,,Friedrich_Gerstäcker_-_General_Franco_(1865)
Gerstäcker,Friedrich,Die Silbermine in den Ozarkgebirgen,1847,,Friedrich_Gerstäcker_-_Die_Silbermine_in_den_Ozarkgebirgen_(1847)
Meyer-Förster,Wilhelm,Heidenstamm,1901,,Wilhelm_Meyer-Förster_-_Heidenstamm_(1901)
Blank,Matthias,Der Mord im Ballsaal,1909,,Matthias_Blank_-_Der_Mord_im_Ballsaal_(1909)
Thoma,Ludwig,Kirta!,1895,,Ludwig_Thoma_-_Kirta!_(1895)
Gotthelf,Jeremias,Das Erdbeeri Mareili,1850,,Jeremias_Gotthelf_-_Das_Erdbeeri_Mareili_(1850)
von Preuschen,Hermione,Yoshiwara,1920,Vom Freudenhaus des Lebens,Hermione_von_Preuschen_-_Yoshiwara_-_Vom_Freudenhaus_des_Lebens_(1920)
Gutzkow,Karl,Berlin – Panorama einer Residenzstadt,1878,,Karl_Gutzkow_-_Berlin_–_Panorama_einer_Residenzstadt_(1878)
Hahn-Hahn,Ida,Maria Regina. Zweiter Band,1860,,Ida_Hahn-Hahn_-_Maria_Regina._Zweiter_Band_(1860)
Bote,Hermann,Till Eulenspiegel,1510,,Hermann_Bote_-_Till_Eulenspiegel_(1510)
von Keyserling,Eduard,Bunte Herzen,1909,,Eduard_von_Keyserling_-_Bunte_Herzen_(1909)
Mörike,Eduard,Die Historie von der schoenen Lau,1873,,Eduard_Mörike_-_Die_Historie_von_der_schoenen_Lau_(1873)
Mörike,Eduard,Maler Nolten,1832,,Eduard_Mörike_-_Maler_Nolten_(1832)
von Wolzogen,Ernst,"Die Erbschleicherinnen, Band 1",1895,,"Ernst_von_Wolzogen_-_Die_Erbschleicherinnen,_Band_1_(1895)"
Voß,Richard,Das Haus der Grimaldi,1917,,Richard_Voß_-_Das_Haus_der_Grimaldi_(1917)
Zschokke,Heinrich,Die Rose von Disentis,1822,,Heinrich_Zschokke_-_Die_Rose_von_Disentis_(1822)
Seitz,Robert,Der Leuchtturm Thorde,1935,,Robert_Seitz_-_Der_Leuchtturm_Thorde_(1935)
Heiberg,Hermann,Frau Grots Staatszimmer,1896,,Hermann_Heiberg_-_Frau_Grots_Staatszimmer_(1896)
Raabe,Wilhelm,Sankt Thomas,1866,,Wilhelm_Raabe_-_Sankt_Thomas_(1866)
Heyse,Paul,Spielmannslegende,1883,,Paul_Heyse_-_Spielmannslegende_(1883)
von Hofmannsthal,Hugo,Erinnerung schöner Tage,1908,,Hugo_von_Hofmannsthal_-_Erinnerung_schöner_Tage_(1908)
van Beeker,Käthe,Hansis Europareise,1906,,Käthe_van_Beeker_-_Hansis_Europareise_(1906)
Dauthendey,Max,Dalar rächt sich,1909,,Max_Dauthendey_-_Dalar_rächt_sich_(1909)
Wassermann,Jakob,Die Juden von Zirndorf,1897,,Jakob_Wassermann_-_Die_Juden_von_Zirndorf_(1897)
Zapp,Arthur,Ehrlos,1899,,Arthur_Zapp_-_Ehrlos_(1899)
Schreckenbach,Paul,Michael Meyenburg,1919,,Paul_Schreckenbach_-_Michael_Meyenburg_(1919)
Ganghofer,Ludwig,Die Rittersleut,1880,,Ludwig_Ganghofer_-_Die_Rittersleut_(1880)
Brentano,Clemens,Die Chronika des fahrenden Schülers (Urfassung),1818,,Clemens_Brentano_-_Die_Chronika_des_fahrenden_Schülers_(Urfassung)_(1818)
Raabe,Wilhelm,Die Innerste,1876,,Wilhelm_Raabe_-_Die_Innerste_(1876)
Koenig,Alma Johanna,Der heilige Palast,1922,,Alma_Johanna_Koenig_-_Der_heilige_Palast_(1922)
Smidt,Heinrich,Meeresstille und hohe See,1861,,Heinrich_Smidt_-_Meeresstille_und_hohe_See_(1861)
von Holtei,Karl,Ein Mord in Riga,1855,1. Kapitel,Karl_von_Holtei_-_Ein_Mord_in_Riga_-_1._Kapitel_(1855)
Seidel,Heinrich,"Lang, lang ist's her",1880,,"Heinrich_Seidel_-_Lang,_lang_ist's_her_(1880)"
Wolff,Julius,Der Sülfmeister,1883,,Julius_Wolff_-_Der_Sülfmeister_(1883)
Weiß,Ernst,Der arme Verschwender,1936,,Ernst_Weiß_-_Der_arme_Verschwender_(1936)
von Polenz,Wilhelm,Wurzellocker,1902,Zweiter Band,Wilhelm_von_Polenz_-_Wurzellocker_-_Zweiter_Band_(1902)
Grillparzer,Franz,Das Kloster bei Sendomir,1827,,Franz_Grillparzer_-_Das_Kloster_bei_Sendomir_(1827)
Riehl,Wilhelm Heinrich,Musiker-Geschichten,1897,,Wilhelm_Heinrich_Riehl_-_Musiker-Geschichten_(1897)
von Liliencron,Detlev,Hetzjagd,1906,,Detlev_von_Liliencron_-_Hetzjagd_(1906)
Kyber,Manfred,Grotesken,1922,,Manfred_Kyber_-_Grotesken_(1922)
Kabel,Walther,Das Loch im Ozean,1952,,Walther_Kabel_-_Das_Loch_im_Ozean_(1952)
von Suttner,Bertha,Die Waffen nieder!,1889,,Bertha_von_Suttner_-_Die_Waffen_nieder!_(1889)
Blank,Matthias,Ein seltsamer Zeuge,1919,,Matthias_Blank_-_Ein_seltsamer_Zeuge_(1919)
Treller,Franz,Der Enkel der Könige,1904,,Franz_Treller_-_Der_Enkel_der_Könige_(1904)
Raabe,Wilhelm,Unruhige Gäste,1885,,Wilhelm_Raabe_-_Unruhige_Gäste_(1885)
Riehl,Wilhelm Heinrich,Der Stadtpfeifer,1847,,Wilhelm_Heinrich_Riehl_-_Der_Stadtpfeifer_(1847)
Hebel,Johann Peter,Kannitverstan,1808,,Johann_Peter_Hebel_-_Kannitverstan_(1808)
Wichert,Ernst,Das Duell,1900,,Ernst_Wichert_-_Das_Duell_(1900)
Stifter,Adalbert,Feldblumen,1841,,Adalbert_Stifter_-_Feldblumen_(1841)
Kompert,Leopold,Eisik's Brille,1860,,Leopold_Kompert_-_Eisik's_Brille_(1860)
Ganghofer,Ludwig,"Egidius Trumpf, der Urmensch",1880,,"Ludwig_Ganghofer_-_Egidius_Trumpf,_der_Urmensch_(1880)"
Hollaender,Felix,Salomons Schwiegertochter,1920,,Felix_Hollaender_-_Salomons_Schwiegertochter_(1920)
Scheerbart,Paul,Die wilde Jagd,1900,,Paul_Scheerbart_-_Die_wilde_Jagd_(1900)
Hoffmann,ETA,Das öde Haus,1817,,ETA_Hoffmann_-_Das_öde_Haus_(1817)
Grimmelshausen,,Bart-Krieg,1673,,Grimmelshausen_-_Bart-Krieg_(1673)
Schweichel,Robert,Ums Herz,1907,,Robert_Schweichel_-_Ums_Herz_(1907)
der Decken,Auguste von,Brausejahre,1885,,Auguste_von_der_Decken_-_Brausejahre_(1885)
Schücking,Levin,Märtyrer oder Verbrecher,1887,,Levin_Schücking_-_Märtyrer_oder_Verbrecher_(1887)
Schmidt,Maximilian,Der Tranklsimmet,1888,,Maximilian_Schmidt_-_Der_Tranklsimmet_(1888)
Raabe,Wilhelm,Alte Nester,1881,,Wilhelm_Raabe_-_Alte_Nester_(1881)
Meyrink,Gustav,Dr. Haselmayers weißer Kakadu,1913,,Gustav_Meyrink_-_Dr._Haselmayers_weißer_Kakadu_(1913)
von Hofmannsthal,Hugo,Andreas,1912,,Hugo_von_Hofmannsthal_-_Andreas_(1912)
Huch,Friedrich,Mao,1907,,Friedrich_Huch_-_Mao_(1907)
Dauthendey,Max,Die Auferstehung allen Fleisches,1909,,Max_Dauthendey_-_Die_Auferstehung_allen_Fleisches_(1909)
Spyri,Johanna,Einer vom Hause Lesa,1890,,Johanna_Spyri_-_Einer_vom_Hause_Lesa_(1890)
von Eschstruth,Nataly,Frühlingsstürme. Band II,1899,,Nataly_von_Eschstruth_-_Frühlingsstürme._Band_II_(1899)
Stoessl,Otto,Menschendämmerung,1929,,Otto_Stoessl_-_Menschendämmerung_(1929)
Heyse,Paul,Gegen den Strom,1907,,Paul_Heyse_-_Gegen_den_Strom_(1907)
Thoma,Ludwig,Die Wallfahrt,1897,,Ludwig_Thoma_-_Die_Wallfahrt_(1897)
Heyse,Paul,Der letzte Zentaur,1862,,Paul_Heyse_-_Der_letzte_Zentaur_(1862)
Hackländer,FW,Eugen Stillfried – Zweiter Band,1852,,FW_Hackländer_-_Eugen_Stillfried_–_Zweiter_Band_(1852)
Brentano,Clemens,Aus der Chronika eines fahrenden Schülers (Zweite Fassung),1818,,Clemens_Brentano_-_Aus_der_Chronika_eines_fahrenden_Schülers_(Zweite_Fassung)_(1818)
Franzos,Karl Emil,Der Stumme,1904,,Karl_Emil_Franzos_-_Der_Stumme_(1904)
Presber,Rudolf,Die Hexe von Endor,1932,,Rudolf_Presber_-_Die_Hexe_von_Endor_(1932)
Fontane,Theodor,Irrungen Wirrungen,1888,,Theodor_Fontane_-_Irrungen_Wirrungen_(1888)
Birt,Theodor,Novellen und Legenden aus verklungenen Zeiten,1916,,Theodor_Birt_-_Novellen_und_Legenden_aus_verklungenen_Zeiten_(1916)
von Eschstruth,Nataly,Jung gefreit,1897,2,Nataly_von_Eschstruth_-_Jung_gefreit_-_2_(1897)
Bürger,Gottfried August,Münchhausen,1786,,Gottfried_August_Bürger_-_Münchhausen_(1786)
Gutzkow,Karl,Die Kurstauben,1852,,Karl_Gutzkow_-_Die_Kurstauben_(1852)
Zapp,Arthur,Junggesellinnen,1921,,Arthur_Zapp_-_Junggesellinnen_(1921)
Schobert,Hedwig,Künstlerblut,1892,,Hedwig_Schobert_-_Künstlerblut_(1892)
Seume,Johann Gottfried,Die Weinlese,1810,,Johann_Gottfried_Seume_-_Die_Weinlese_(1810)
Scheerbart,Paul,Immer mutig!,1902,,Paul_Scheerbart_-_Immer_mutig!_(1902)
Wieland,Christoph Martin,Das Hexameron von Rosenhain,1803,,Christoph_Martin_Wieland_-_Das_Hexameron_von_Rosenhain_(1803)
Federer,Heinrich,Das letzte Stündlein des Papstes Innocenz des Dritten,1914,,Heinrich_Federer_-_Das_letzte_Stündlein_des_Papstes_Innocenz_des_Dritten_(1914)
Raabe,Wilhelm,Eine Grabrede aus dem Jahr 1609,1863,,Wilhelm_Raabe_-_Eine_Grabrede_aus_dem_Jahr_1609_(1863)
Binding,Rudolf G,Der Wingult,1938,,Rudolf_G_Binding_-_Der_Wingult_(1938)
Zollikofer,Hektor,Die Bergfahrt,1853,,Hektor_Zollikofer_-_Die_Bergfahrt_(1853)
Marlitt,Eugenie,Das Geheimnis der alten Mamsell,1867,,Eugenie_Marlitt_-_Das_Geheimnis_der_alten_Mamsell_(1867)
Seidel,Heinrich,Daniel Siebenstern,1879,,Heinrich_Seidel_-_Daniel_Siebenstern_(1879)
von Wolzogen,Ernst,Die Gloriahose und andere Novellen,1897,,Ernst_von_Wolzogen_-_Die_Gloriahose_und_andere_Novellen_(1897)
Bierbaum,Otto Julius,Im Kahne,1895,,Otto_Julius_Bierbaum_-_Im_Kahne_(1895)
Edel,Edmund,Frau Mimis Vergangenheit,1920,,Edmund_Edel_-_Frau_Mimis_Vergangenheit_(1920)
von Thümmel,Moritz August,Wilhelmine,1764,,Moritz_August_von_Thümmel_-_Wilhelmine_(1764)
Przybyszewski,Stanislaw,Der Schrei,1918,,Stanislaw_Przybyszewski_-_Der_Schrei_(1918)
Landsberger,Artur,Liebe und Bananen,1927,,Artur_Landsberger_-_Liebe_und_Bananen_(1927)
Meyer,Conrad Ferdinand,Die Versuchung des Pescara,1887,,Conrad_Ferdinand_Meyer_-_Die_Versuchung_des_Pescara_(1887)
Hackländer,FW,Erlebtes. Zweiter Band,1856,,FW_Hackländer_-_Erlebtes._Zweiter_Band_(1856)
Bülau,Friedrich,Die Geheimnisvollen im Schlosse zu Eishausen,1852,,Friedrich_Bülau_-_Die_Geheimnisvollen_im_Schlosse_zu_Eishausen_(1852)
Conrad,Michael Georg,Schicksal,1885,,Michael_Georg_Conrad_-_Schicksal_(1885)
Lafontaine,August,Quinctius Heymeran von Flaming,1795,,August_Lafontaine_-_Quinctius_Heymeran_von_Flaming_(1795)
Riehl,Wilhelm Heinrich,Meister Martin Hildebrand,1847,,Wilhelm_Heinrich_Riehl_-_Meister_Martin_Hildebrand_(1847)
Ganghofer,Ludwig,Edelweißkönig,1886,,Ludwig_Ganghofer_-_Edelweißkönig_(1886)
Kürnberger,Ferdinand,Die Last des Schweigens,1866,,Ferdinand_Kürnberger_-_Die_Last_des_Schweigens_(1866)
Franzos,Karl Emil,Judith Trachtenberg,1891,,Karl_Emil_Franzos_-_Judith_Trachtenberg_(1891)
von Horváth,Ödön,Fragmente,1938,,Ödön_von_Horváth_-_Fragmente_(1938)
Schirokauer,Alfred,Hinter der Welt,1926,,Alfred_Schirokauer_-_Hinter_der_Welt_(1926)
Dahn,Felix,Attila,1888,,Felix_Dahn_-_Attila_(1888)
Salus,Hugo,Das Meerweibchen,1906,,Hugo_Salus_-_Das_Meerweibchen_(1906)
von Wolzogen,Ernst,Die Erbschleicherinnen,1895,Zweiter Band,Ernst_von_Wolzogen_-_Die_Erbschleicherinnen_-_Zweiter_Band_(1895)
Kafka,Franz,Amerika,1927,,Franz_Kafka_-_Amerika_(1927)
Wassermann,Jakob,Alexander in Babylon,1905,,Jakob_Wassermann_-_Alexander_in_Babylon_(1905)
Heyse,Paul,Erkenne dich selbst,1856,,Paul_Heyse_-_Erkenne_dich_selbst_(1856)
Ravendro,Ravi,Flucht aus Buddhas Gesetz,1937,,Ravi_Ravendro_-_Flucht_aus_Buddhas_Gesetz_(1937)
Dose,Johannes,Im Kampf um die Nordmark,1912,,Johannes_Dose_-_Im_Kampf_um_die_Nordmark_(1912)
Raabe,Wilhelm,Das Odfeld,1889,,Wilhelm_Raabe_-_Das_Odfeld_(1889)
Auerbach,Berthold,Auf der Höhe Dritter Band,1865,,Berthold_Auerbach_-_Auf_der_Höhe_Dritter_Band_(1865)
von Arnim,Achim,Erzählungen,1831,,Achim_von_Arnim_-_Erzählungen_(1831)
Fock,Gorch,Seefahrt ist not!,1913,,Gorch_Fock_-_Seefahrt_ist_not!_(1913)
Heyse,Paul,Ein Ring,1862,,Paul_Heyse_-_Ein_Ring_(1862)
Gutzkow,Karl,Eine Phantasieliebe,1845,,Karl_Gutzkow_-_Eine_Phantasieliebe_(1845)
Reuter,Fritz,De Urgeschicht von Meckelnborg,1874,,Fritz_Reuter_-_De_Urgeschicht_von_Meckelnborg_(1874)
von Keyserling,Eduard,Wellen,1911,,Eduard_von_Keyserling_-_Wellen_(1911)
Paul,Jean,Der Jubelsenior,1797,,Jean_Paul_-_Der_Jubelsenior_(1797)
Wassermann,Jakob,Faber oder Die verlorenen Jahre,1924,,Jakob_Wassermann_-_Faber_oder_Die_verlorenen_Jahre_(1924)
Werner,E,Vineta,1877,,E_Werner_-_Vineta_(1877)
Groner,Auguste,Warenhaus Groß und Comp,1907,,Auguste_Groner_-_Warenhaus_Groß_und_Comp_(1907)
Kafka,Franz,Der Prozeß,1925,,Franz_Kafka_-_Der_Prozeß_(1925)
Kraft,Robert,Um die indische Kaiserkrone II.,1896,,Robert_Kraft_-_Um_die_indische_Kaiserkrone_II._(1896)
Fischer,Wilhelm,Frühlingsleid,1898,,Wilhelm_Fischer_-_Frühlingsleid_(1898)
Grimmelshausen,,Der keusche Joseph,1667,,Grimmelshausen_-_Der_keusche_Joseph_(1667)
May,Karl,Ein Gardeleutnant,1901,,Karl_May_-_Ein_Gardeleutnant_(1901)
Raabe,Wilhelm,Else von der Tanne,1865,,Wilhelm_Raabe_-_Else_von_der_Tanne_(1865)
Hoefer,Edmund,Der Alte von Menkendorf,1882,,Edmund_Hoefer_-_Der_Alte_von_Menkendorf_(1882)
Zschokke,Heinrich,Das blaue Wunder,1829,,Heinrich_Zschokke_-_Das_blaue_Wunder_(1829)
Dose,Johannes,Der Muttersohn – Band II,1904,,Johannes_Dose_-_Der_Muttersohn_–_Band_II_(1904)
Busch,Wilhelm,Kurze Geschichten,1864,,Wilhelm_Busch_-_Kurze_Geschichten_(1864)
Scheerbart,Paul,"Von Leuten, die den Kopf verloren",1910,,"Paul_Scheerbart_-_Von_Leuten,_die_den_Kopf_verloren_(1910)"
Kreis,Julius,Mei Ruah möcht i ham,1933,,Julius_Kreis_-_Mei_Ruah_möcht_i_ham_(1933)
Gerstäcker,Friedrich,Die Wolfsglocke,1849,,Friedrich_Gerstäcker_-_Die_Wolfsglocke_(1849)
Riehl,Wilhelm Heinrich,Ovid bei Hofe,1855,,Wilhelm_Heinrich_Riehl_-_Ovid_bei_Hofe_(1855)
Falke,Gustav,Herr Purtaller und seine Tochter,1913,,Gustav_Falke_-_Herr_Purtaller_und_seine_Tochter_(1913)
von Ebner-Eschenbach,Marie,Unsühnbar,1890,,Marie_von_Ebner-Eschenbach_-_Unsühnbar_(1890)
Riehl,Wilhelm Heinrich,Rheingauer Deutsch,1897,,Wilhelm_Heinrich_Riehl_-_Rheingauer_Deutsch_(1897)
Wieland,Christoph Martin,Der goldne Spiegel,1772,,Christoph_Martin_Wieland_-_Der_goldne_Spiegel_(1772)
Thoma,Ludwig,Tja,1921,,Ludwig_Thoma_-_Tja_(1921)
Janitschek,Maria,Klare Rechnung,1895,,Maria_Janitschek_-_Klare_Rechnung_(1895)
Bleibtreu,Karl,Bismarck – Band 2,1915,,Karl_Bleibtreu_-_Bismarck_–_Band_2_(1915)
David,Jakob Julius,Das königliche Spiel,1908,,Jakob_Julius_David_-_Das_königliche_Spiel_(1908)
Wildermuth,Ottilie,Die Verschmähte,1855,,Ottilie_Wildermuth_-_Die_Verschmähte_(1855)
Thoma,Ludwig,Jozef Filsers Briefwexel,1912,,Ludwig_Thoma_-_Jozef_Filsers_Briefwexel_(1912)
von Tavel,Rudolf,Götti und Gotteli,1906,,Rudolf_von_Tavel_-_Götti_und_Gotteli_(1906)
Spindler,Carl,Der Vogelhändler von Imst,1841,,Carl_Spindler_-_Der_Vogelhändler_von_Imst_(1841)
Keller,Gottfried,Der Landvogt von Greifensee,1877,,Gottfried_Keller_-_Der_Landvogt_von_Greifensee_(1877)
von Heyking,Elisabeth,Tschun,1914,,Elisabeth_von_Heyking_-_Tschun_(1914)
Schmitthenner,Adolf,"Was der Vetter von seinem Nachbar, dem Wittlinger erzählte",1892,,"Adolf_Schmitthenner_-_Was_der_Vetter_von_seinem_Nachbar,_dem_Wittlinger_erzählte_(1892)"
von Saar,Ferdinand,Die Steinklopfer,1874,1,Ferdinand_von_Saar_-_Die_Steinklopfer_-_1_(1874)
Scheerbart,Paul,Nabu-Kin,1910,,Paul_Scheerbart_-_Nabu-Kin_(1910)
Tieck,Ludwig,Victoria Accorombona,1840,,Ludwig_Tieck_-_Victoria_Accorombona_(1840)
von Hofmannsthal,Hugo,Die Frau ohne Schatten,1919,,Hugo_von_Hofmannsthal_-_Die_Frau_ohne_Schatten_(1919)
Gerstäcker,Friedrich,Die Sklavin,1847,,Friedrich_Gerstäcker_-_Die_Sklavin_(1847)
Grasberger,Hans,Maria-Buch,1895,,Hans_Grasberger_-_Maria-Buch_(1895)
